,timestamp,temperature
665,2016-01-02 05:20:00,6.0
666,2016-01-02 05:50:00,6.0
667,2016-01-02 06:00:00,6.3
668,2016-01-02 06:20:00,6.0
669,2016-01-02 06:50:00,6.0
670,2016-01-02 07:00:00,6.4
671,2016-01-02 07:00:00,5.9
672,2016-01-02 07:20:00,6.0
673,2016-01-02 07:50:00,7.0
674,2016-01-02 08:00:00,6.0
675,2016-01-02 08:20:00,6.0
676,2016-01-02 08:50:00,7.0
677,2016-01-02 09:00:00,6.5
678,2016-01-02 09:20:00,7.0
679,2016-01-02 09:50:00,8.0
680,2016-01-02 10:00:00,8.2
681,2016-01-02 10:20:00,8.0
682,2016-01-02 10:50:00,8.0
683,2016-01-02 11:00:00,7.7
684,2016-01-02 11:20:00,9.0
685,2016-01-02 12:00:00,7.9
686,2016-01-02 13:00:00,9.4
687,2016-01-02 14:00:00,9.4
688,2016-01-02 14:20:00,10.0
689,2016-01-02 14:50:00,10.0
690,2016-01-02 15:00:00,9.2
691,2016-01-02 15:20:00,11.0
692,2016-01-02 15:50:00,11.0
693,2016-01-02 16:00:00,10.9
694,2016-01-02 16:00:00,10.0
695,2016-01-02 16:20:00,11.0
696,2016-01-02 16:50:00,12.0
697,2016-01-02 17:00:00,9.9
698,2016-01-02 17:20:00,12.0
699,2016-01-02 17:50:00,12.0
700,2016-01-02 18:00:00,9.1
701,2016-01-02 18:20:00,12.0
702,2016-01-02 18:50:00,12.0
703,2016-01-02 19:00:00,9.2
704,2016-01-02 19:00:00,12.6
705,2016-01-02 19:20:00,13.0
706,2016-01-02 19:50:00,14.0
707,2016-01-02 20:00:00,9.7
708,2016-01-02 20:50:00,15.0
709,2016-01-02 21:00:00,10.8
710,2016-01-02 21:20:00,15.0
711,2016-01-02 21:50:00,15.0
712,2016-01-02 22:00:00,11.4
713,2016-01-02 22:00:00,15.2
714,2016-01-02 22:20:00,16.0
715,2016-01-02 22:50:00,15.0
716,2016-01-02 23:00:00,11.7
717,2016-01-02 23:20:00,15.0
718,2016-01-02 23:50:00,15.0
719,2016-01-03 00:00:00,11.1
720,2016-01-03 00:20:00,15.0
721,2016-01-03 00:50:00,15.0
722,2016-01-03 01:00:00,11.2
723,2016-01-03 01:00:00,15.4
724,2016-01-03 01:20:00,15.0
725,2016-01-03 01:50:00,15.0
726,2016-01-03 02:00:00,11.4
727,2016-01-03 02:50:00,15.0
728,2016-01-03 03:00:00,11.9
729,2016-01-03 03:20:00,15.0
730,2016-01-03 03:50:00,15.0
731,2016-01-03 04:00:00,12.4
732,2016-01-03 04:00:00,15.1
733,2016-01-03 04:20:00,15.0
